accuracy:  0.8052657514213502
f1 score:  0.8038030770544837
precision: 0.8104529429178889
ROC AUC:   0.8956527600383557
fpr	tpr
0.0	0.0
0.0	5.294955495899057e-06
0.0	0.0004183014841760255
0.0	0.00042889139516782363
0.0	0.0005612652825653001
1.060451009814474e-05	0.0005612652825653001
1.060451009814474e-05	0.0008948474788069406
1.060451009814474e-05	0.0009054373897987388
1.060451009814474e-05	0.0012337246305444802
1.060451009814474e-05	0.0012443145415362783
1.060451009814474e-05	0.0013766884289337549
1.060451009814474e-05	0.001387278339925553
1.060451009814474e-05	0.0018108747795974776
1.590676514721711e-05	0.0018108747795974776
1.590676514721711e-05	0.0022027014862940077
1.590676514721711e-05	0.002213291397285806
1.590676514721711e-05	0.0024621543055930615
2.120902019628948e-05	0.0024621543055930615
2.120902019628948e-05	0.0030234195881583617
2.6511275245361853e-05	0.0030234195881583617
2.6511275245361853e-05	0.0032087430305148285
3.181353029443422e-05	0.0032087430305148285
3.181353029443422e-05	0.0033781816063835983
3.7115785343506595e-05	0.0033781816063835983
3.7115785343506595e-05	0.0036588142476662484
4.241804039257896e-05	0.0036588142476662484
4.241804039257896e-05	0.0036694041586580466
4.241804039257896e-05	0.0036799940696498447
4.241804039257896e-05	0.0038547276010145134
4.772029544165133e-05	0.0038547276010145134
4.772029544165133e-05	0.004204194663743851
5.3022550490723706e-05	0.00420948961923975
5.3022550490723706e-05	0.004241259352215145
5.8324805539796074e-05	0.004241259352215145
5.8324805539796074e-05	0.004876654011723032
6.362706058886844e-05	0.004876654011723032
6.362706058886844e-05	0.004934898522177921
6.892931563794081e-05	0.004934898522177921
6.892931563794081e-05	0.005242005940940066
7.423157068701319e-05	0.005242005940940066
7.423157068701319e-05	0.0056285376921406975
7.423157068701319e-05	0.005639127603132496
7.423157068701319e-05	0.005877400600447953
7.423157068701319e-05	0.005887990511439752
7.423157068701319e-05	0.005956824932886439
7.423157068701319e-05	0.005967414843878237
7.423157068701319e-05	0.006099788731275714
7.423157068701319e-05	0.006110378642267511
7.423157068701319e-05	0.0062851121736321805
7.953382573608556e-05	0.0062851121736321805
7.953382573608556e-05	0.006438665883013253
8.483608078515793e-05	0.006438665883013253
8.483608078515793e-05	0.006443960838509152
8.483608078515793e-05	0.006454550749500951
8.483608078515793e-05	0.006560449859418931
8.483608078515793e-05	0.00657103977041073
8.483608078515793e-05	0.006661054013841014
8.483608078515793e-05	0.0066716439248328116
8.483608078515793e-05	0.006687528791320509
9.01383358342303e-05	0.006687528791320509
9.01383358342303e-05	0.006698118702312307
9.01383358342303e-05	0.006756363212767197
9.544059088330266e-05	0.006756363212767197
9.544059088330266e-05	0.006856967367189278
9.544059088330266e-05	0.006867557278181077
0.00010074284593237504	0.006867557278181077
0.00010074284593237504	0.006968161432603159
0.00010074284593237504	0.006978751343594957
0.00010074284593237504	0.007460592293721771
0.00010604510098144741	0.007460592293721771
0.00010604510098144741	0.007592966181119248
0.00010604510098144741	0.007603556092111045
0.00010604510098144741	0.007619440958598743
0.00010604510098144741	0.007630030869590541
0.00010604510098144741	0.0076882753800454305
0.00011134735603051978	0.0076882753800454305
0.00011134735603051978	0.007709455202029027
0.00011664961107959215	0.007709455202029027
0.00011664961107959215	0.007836534133930604
0.00012195186612866452	0.007836534133930604
0.00012195186612866452	0.0078630089114101
0.00012725412117773688	0.0078630089114101
0.00012725412117773688	0.007937138288352687
0.00012725412117773688	0.007947728199344485
0.00012725412117773688	0.008212475974139438
0.00012725412117773688	0.008223065885131236
0.00012725412117773688	0.008270720484594327
0.00012725412117773688	0.008281310395586125
0.00012725412117773688	0.00848251870443029
0.00013255637622680926	0.00848251870443029
0.00013255637622680926	0.008540763214885179
0.00013255637622680926	0.008551353125876977
0.00013255637622680926	0.008657252235794959
0.00013785863127588162	0.008657252235794959
0.00013785863127588162	0.008779036212200636
0.00013785863127588162	0.008789626123192434
0.00013785863127588162	0.008990834432036599
0.000143160886324954	0.008990834432036599
0.000143160886324954	0.009064963808979186
0.00014846314137402638	0.009064963808979186
0.00014846314137402638	0.009160273007905369
0.00014846314137402638	0.009170862918897167
0.00014846314137402638	0.00938266113873313
0.00015376539642309874	0.00938266113873313
0.00015376539642309874	0.009446200604683918
0.00015376539642309874	0.009456790515675715
0.00015376539642309874	0.00948856024865111
0.00015906765147217112	0.00948856024865111
0.00015906765147217112	0.00959975431406499
0.00016436990652124347	0.00959975431406499
0.00016436990652124347	0.009636819002536283
0.00016436990652124347	0.009647408913528081
0.00016436990652124347	0.009790372711917357
0.00016436990652124347	0.009800962622909155
0.00016436990652124347	0.00982214244489275
0.00016967216157031585	0.00982214244489275
0.00016967216157031585	0.01004982553121641
0.00017497441661938823	0.01004982553121641
0.00017497441661938823	0.010086890219687703
0.00017497441661938823	0.010097480130679501
0.00017497441661938823	0.010171609507622088
0.0001802766716684606	0.010171609507622088
0.0001802766716684606	0.010187494374109785
0.00018557892671753297	0.010187494374109785
0.00018557892671753297	0.010208674196093382
0.00018557892671753297	0.01021926410708518
0.00018557892671753297	0.010367522860970353
0.00018557892671753297	0.010378112771962152
0.00018557892671753297	0.010399292593945748
0.00019088118176660533	0.010399292593945748
0.00019088118176660533	0.010457537104400637
0.00019088118176660533	0.010468127015392436
0.00019088118176660533	0.010642860546757104
0.00019088118176660533	0.010653450457748903
0.00019088118176660533	0.010918198232543856
0.00019088118176660533	0.010928788143535654
0.00019088118176660533	0.011230600606801899
0.0001961834368156777	0.011230600606801899
0.0001961834368156777	0.011362974494199376
0.0001961834368156777	0.011373564405191175
0.0001961834368156777	0.011664786957465622
0.0001961834368156777	0.01167537686845742
0.0001961834368156777	0.011876585177301585
0.0002014856918647501	0.011876585177301585
0.0002014856918647501	0.011977189331723667
0.0002014856918647501	0.011987779242715465
0.0002014856918647501	0.012008959064699062
0.0002014856918647501	0.01201954897569086
0.0002014856918647501	0.01207249853064985
0.00020678794691382244	0.012077793486145749
0.00020678794691382244	0.012215462329039124
0.00021209020196289482	0.012215462329039124
0.00021209020196289482	0.01224193710651862
0.00021739245701196718	0.01224193710651862
0.00021739245701196718	0.012279001794989914
0.00021739245701196718	0.012289591705981711
0.00021739245701196718	0.012840267077555213
0.00021739245701196718	0.01285085698854701
0.00021739245701196718	0.012866741855034709
0.00021739245701196718	0.012877331766026507
0.00021739245701196718	0.012988525831440386
0.00021739245701196718	0.012999115742432185
0.00021739245701196718	0.013020295564415781
0.00021739245701196718	0.013030885475407579
0.00021739245701196718	0.01331151811669023
0.00022269471206103956	0.01331151811669023
0.00022269471206103956	0.013322108027682028
0.00022269471206103956	0.013327402983177927
0.00022269471206103956	0.013337992894169724
0.00022269471206103956	0.013465071826071302
0.00022269471206103956	0.0134756617370631
0.00022269471206103956	0.013518021381030292
0.00022799696711011194	0.013523316336526191
0.00022799696711011194	0.013565675980493384
0.00022799696711011194	0.013576265891485181
0.00022799696711011194	0.013692754912394961
0.0002332992221591843	0.01369804986789086
0.0002332992221591843	0.013708639778882658
0.0002332992221591843	0.013777474200329346
0.0002332992221591843	0.013788064111321144
0.0002332992221591843	0.013893963221239125
0.0002332992221591843	0.013904553132230924
0.0002332992221591843	0.014015747197644804
0.00023860147720825668	0.014015747197644804
0.00023860147720825668	0.014126941263058685
0.00024390373225732903	0.014126941263058685
0.00024390373225732903	0.01426461010595206
0.00024390373225732903	0.014275200016943858
0.00024390373225732903	0.014285789927935656
0.0002492059873064014	0.014285789927935656
0.0002492059873064014	0.014439343637316727
0.00025450824235547377	0.014439343637316727
0.00025450824235547377	0.014465818414796223
0.00025450824235547377	0.014476408325788021
